PROV1NAME,SEATS83,SEATS87,SEATS91,SEATS95,SEATS99,SEATS02,SEATS07,SEATS11,VOTERSEATRATIO83,VOTERSEATRATIO87,VOTERSEATRATIO91,VOTERSEATRATIO95,VOTERSEATRATIO99,VOTERSEATRATIO02,VOTERSEATRATIO07,VOTERSEATRATIO11,BOXES83,REGISTER83,VOTE83,VALID83,ANAP83,HP83,MDP83,BGM83,ANAPP83,HPP83,MDPP83,BGMP83,TURNOUT83,EFFECTIVE83,COMPETITIVE83,DISPROP83,ANAPSEAT83,HPSEAT83,MDPSEAT83,BOXES87,REGISTER87,VOTE87,VALID87,ANAP87,SHP87,DYP87,DSP87,RP87,MCP87,IDP87,BGM87,ANAPP87,SHPP87,DYPP87,DSPP87,RPP87,MCPP87,IDPP87,BGMP87,TURNOUTP87,VOLATILITYP87,INCUMBENT87,EFFECTIVE87,COMPETITIVE87,DISPROP87,ANAPSEAT87,SHPSEAT87,DYPSEAT87,BOXES91,REGISTER91,VOTE91,VALID91,DYP91,ANAP91,SHP91,RP91,DSP91,SP91,BGM91,DYPP91,ANAPP91,SHPP91,RPP91,DSPP91,SPP91,BGMP91,TURNOUT91,VOLATILITY91,INCUMBENT91,EFFECTIVE91,COMPETITIVE91,DISPROP91,DYPSEAT91,ANAPSEAT91,SHPSEAT91,RPSEAT91,DSPSEAT91,BOXES95,REGISTER95,VOTE95,VALID95,RP95,DYP95,ANAP95,DSP95,CHP95,HADEP95,IP95,MHP95,MP95,YDH95,YDP95,YENI95,BGM95,RPP95,DYPP95,ANAPP95,DSPP95,CHPP95,HADEPP95,IPP95,MHPP95,MPP95,YDHP95,YDPP95,YENIP95,BGMP95,TURNOUT95,VOLATILITY95,INCUMBENT95,EFFECTIVE95,COMPETITIVE95,DISPROP95,RPSEAT95,DYPSEAT95,ANAPSEAT95,DSPSEAT95,CHPSEAT95,BOXES99,REGISTER99,VOTE99,VALID99,DSP99,MHP99,FP99,ANAP99,DYP99,BP99,BBP99,CHP99,DP99,DBP99,DTP99,DEPAR99,EMEP99,HADEP99,IP99,LDP99,MP99,ODP99,SIP99,YDP99,BGM99,DSPP99,MHPP99,FPP99,ANAPP99,DYPP99,BPP99,BBPP99,CHPP99,DPP99,DBPP99,DTPP99,DEPARP99,EMEPP99,HADEPP99,IPP99,LDPP99,MPP99,ODPP99,SIPP99,YDPP99,BGMP99,TURNOUT99,VOLATILITY99,INCUMBENT99,EFFECTIVE99,COMPETITIVE99,DISPROP99,DSPSEAT99,MHPSEAT99,FPSEAT99,ANAPSEAT99,DYPSEAT99,BGMSEAT99,BOXES02,REGISTER02,VOTE02,VALID02,AKP02,CHP02,ANAP02,BBP02,BTP02,DEHAP02,DSP02,DYP02,GP02,IP02,LDP02,MP02,MHP02,ODP02,SP02,TKP02,YP02,YTP02,BGM02,AKPP02,CHPP02,ANAPP02,BBPP02,BTPP02,DEHAPP02,DSPP02,DYPP02,GPP02,IPP02,LDPP02,MPP02,MHPP02,ODPP02,SPP02,TKPP02,YPP02,YTPP02,BGMP02,TURNOUT02,VOLATILITY02,INCUMBENT02,EFFECTIVE02,COMPETITIVE02,DISPROP02,AKPSEAT02,CHPSEAT02,BGMSEAT02,BOXES07,REGISTER07,VOTE07,VALID07,AKP07,CHP07,MHP07,DP07,GP07,SP07,BTP07,HYP07,IP07,ATP07,TKP07,ODP07,LDP07,EMEP07,BGM07,AKPP07,CHPP07,MHPP07,DPP07,GPP07,SPP07,BTPP07,HYPP07,IPP07,ATPP07,TKPP07,ODPP07,LDPP07,EMEPP07,BGMP07,DTPP07,NONDTPBGMP07,TURNOUT07,VOLATILITY07,INCUMBENT07,EFFECTIVE07,COMPETITIVE07,DISPROP07,AKPSEAT07,CHPSEAT07,MHPSEAT07,BDPSEAT07,BGMSEAT07,BOXES11,REGISTER11,VOTE11,VALID11,AKP11,DP11,CHP11,EP11,MP11,LDP11,SP11,HEPAR11,HAS11,MHP11,DYP11,TKP11,MMP11,BBP11,DSP11,BDP11,IPBGM11,NONBDPIPBGM11,BGM11,AKPP11,DPP11,CHPP11,EPP11,MPP11,LDPP11,SPP11,HEPARP11,HASP11,MHPP11,DYPP11,TKPP11,MMPP11,BBPP11,DSPP11,BDPP11,IPBGMP11,NONBDPBGMPP11,BGMP11,TURNOUT11P,VOLATILITY11,INCUMBENT11,EFFECTIVE11,COMPETITIVE11,DISPROP11,AKPSEAT11,CHPSEAT11,MHPSEAT11,BDPSEAT11
AYDIN,6,7,6,8,8,8,8,7,56632,61960,80559,67212,72079,76856,79969,104047,1308,339792,326940,310171,124660,91841,91258,2412,40.19,29.61,29.42,0.78,91.28,2.98,10.58,27.30,2,2,2,1595,433719,415944,406469,167246,102602,87012,27674,12508,6620,2723,84,41.15,25.24,21.41,6.81,3.08,1.63,0.67,0.02,93.72,34.55,0.96,3.51,15.90,36.22,6,1,0,1726,483356,432673,418008,141268,124065,82411,27833,40154,1909,368,33.80,29.68,19.72,6.66,9.61,0.46,0.09,86.48,19.29,-11.47,3.92,4.12,28.46,4,2,0,0,0,2102,537695,484769,469961,40694,135591,105224,75510,48533,15071,1005,41197,1727,1669,2230,512,998,8.66,28.85,22.39,16.07,10.33,3.21,0.21,8.77,0.37,0.36,0.47,0.11,0.21,87.40,18.07,-14.33,5.37,6.46,10.04,1,3,2,1,1,3129,576630,526682,505768,146983,100470,24675,83196,74163,1196,2592,37481,1286,489,3969,547,967,18896,998,2326,1018,3363,599,552,0,29.06,19.86,4.88,16.45,14.66,0.24,0.51,7.41,0.25,0.10,0.78,0.11,0.19,3.74,0.20,0.46,0.20,0.66,0.12,0.11,0.00,87.71,26.41,7.84,5.50,9.20,11.62,3,2,0,2,1,0,2486,614847,523997,491148,89713,101830,27866,4192,1457,24603,6988,97232,47789,3586,1150,1457,58815,1627,3922,953,3184,5615,9169,18.27,20.73,5.67,0.85,0.30,5.01,1.42,19.80,9.73,0.73,0.23,0.30,11.98,0.33,0.80,0.19,0.65,1.14,1.87,79.88,45.88,-46.30,6.85,0.94,35.78,4,4,0,2289,639749,568421,558559,163071,136280,144616,55512,25593,5973,2476,3177,3613,0,1607,1292,0,0,15349,29.19,24.40,25.89,9.94,4.58,1.07,0.44,0.57,0.65,0.00,0.29,0.23,0.00,0.00,2.75,2.50,0.25,87.31,27.02,10.93,4.45,3.30,12.89,3,2,3,0,0,2840,728328,646026,632370,224330,7132,241062,0,1795,345,3129,2766,2852,115087,2048,852,1093,3616,2185,22871,0,1207,24078,35.47,1.13,38.12,0.00,0.28,0.05,0.49,0.44,0.45,18.20,0.32,0.13,0.17,0.57,0.35,3.62,0.00,0.19,3.81,86.82,22.81,6.28,3.27,2.65,7.35,3,3,1,0
BALIKESIR,7,8,7,9,9,8,8,8,63768,72897,91359,77849,81279,98307,99712,108342,1840,446378,444353,423488,191242,116957,110731,4558,45.16,27.62,26.15,1.08,94.87,2.87,17.54,27.19,3,2,2,2137,583172,558287,548552,206937,130903,125953,44799,26301,9893,3766,0,37.72,23.86,22.96,8.17,4.79,1.80,0.69,0.00,94.06,38.41,-7.43,3.83,13.86,29.34,6,1,1,2249,639510,571654,558541,193627,138242,95503,56919,71698,2552,0,34.67,24.75,17.10,10.19,12.84,0.46,0.00,87.34,22.23,-12.97,4.21,9.92,52.16,7,0,0,0,0,2769,700641,633392,619209,92662,178961,120509,120864,57075,6441,1270,33997,2155,2219,2267,582,207,14.96,28.90,19.46,19.52,9.22,1.04,0.21,5.49,0.35,0.36,0.37,0.09,0.03,88.38,17.69,-13.65,5.17,9.38,6.51,1,3,2,2,1,4013,731515,666194,645178,200955,102922,61316,89446,118603,1576,4174,39807,1751,0,4072,646,1719,6712,1168,3512,1261,4126,758,653,0,31.15,15.95,9.50,13.86,18.38,0.24,0.65,6.17,0.27,0.00,0.63,0.10,0.27,1.04,0.18,0.54,0.20,0.64,0.12,0.10,0.00,88.20,23.94,6.66,5.30,15.19,7.42,3,2,1,1,2,0,3216,786457,662751,635974,213569,125095,32766,4421,2304,10224,11179,94728,56729,3224,2329,1881,50500,2125,9273,1242,7325,6835,225,33.58,19.67,5.15,0.70,0.36,1.61,1.76,14.89,8.92,0.51,0.37,0.30,7.94,0.33,1.46,0.20,1.15,1.07,0.04,80.87,49.21,-46.11,5.22,13.91,27.90,5,3,0,2984,797694,707844,693142,287441,168593,109769,61390,29417,14150,3943,4958,3364,0,1972,1622,1554,0,4969,41.47,24.32,15.84,8.86,4.24,2.04,0.57,0.72,0.49,0.00,0.28,0.23,0.22,0.00,0.72,0.40,0.32,86.89,19.48,7.89,3.75,17.15,16.67,5,2,1,0,0,3457,866739,781410,766938,356649,9145,259104,2113,679,441,8724,2504,4583,106663,2465,921,827,2887,2448,4754,0,2031,6785,46.50,1.19,33.78,0.28,0.09,0.06,1.14,0.33,0.60,13.91,0.32,0.12,0.11,0.38,0.32,0.62,0.00,0.26,0.88,88.49,16.10,5.03,2.86,12.72,4.01,4,3,1,0
BARTIN,,,2,3,2,2,2,2,57018,62394,58904,42878,64164,66504,66133,70038,415,88500,83879,80031,29638,29202,21191,0,37.03,36.49,26.48,0.00,79.13,2.94,0.54,30.04,0,0,0,445,108485,104389,101589,22496,11818,29897,31072,4497,1104,670,35,22.14,11.63,29.43,30.59,4.43,1.09,0.66,0.03,93.64,66.22,-14.89,4.08,1.16,33.70,0,0,0,467,117808,104544,101247,37391,22176,8488,7215,25364,613,0,36.93,21.90,8.38,7.13,25.05,0.61,0.00,85.94,10.81,-0.24,3.86,11.88,26.40,1,0,0,0,1,648,128635,113754,111093,13750,24059,21757,36875,7279,1252,291,3701,638,769,555,167,0,12.38,21.66,19.58,33.19,6.55,1.13,0.26,3.33,0.57,0.69,0.50,0.15,0.00,86.36,17.99,-17.11,4.62,11.54,16.36,0,1,1,1,0,769,128327,116215,110512,40346,8154,9037,21827,17596,454,965,4569,545,234,787,426,234,1549,223,1878,330,837,212,280,29,36.51,7.38,8.18,19.75,15.92,0.41,0.87,4.13,0.49,0.21,0.71,0.39,0.21,1.40,0.20,1.70,0.30,0.76,0.19,0.25,0.03,86.12,12.50,4.19,4.71,16.76,27.35,1,0,0,1,0,0,615,133008,108495,103779,29670,14268,8721,991,423,1550,5687,14740,6313,631,533,800,13697,538,2314,294,1301,1308,0,28.59,13.75,8.40,0.95,0.41,1.49,5.48,14.20,6.08,0.61,0.51,0.77,13.20,0.52,2.23,0.28,1.25,1.26,0.00,78.02,45.62,-36.56,6.52,14.39,53.92,2,0,0,508,132265,114363,112043,43220,25431,24300,8643,1642,2769,916,1315,692,1514,291,335,515,368,92,38.57,22.70,21.69,7.71,1.47,2.47,0.82,1.17,0.62,1.35,0.26,0.30,0.46,0.33,0.08,0.00,0.08,84.71,22.60,9.98,3.93,15.88,26.63,1,1,0,0,0,621,140076,123704,119963,57783,1158,34499,417,251,195,2951,384,1201,19189,423,206,212,393,701,0,0,0,0,48.17,0.97,28.76,0.35,0.21,0.16,2.46,0.32,1.00,16.00,0.35,0.17,0.18,0.33,0.58,0.00,0.00,0.00,0.00,85.64,16.75,9.59,2.93,19.41,18.97,1,1,0,0
BATMAN,,,3,4,4,4,4,4,32534,35936,41554,36562,43564,50382,53289,67598,372,64948,58692,54112,17375,18880,17335,522,32.11,34.89,32.04,0.96,83.32,3.05,2.78,12.30,0,0,0,442,96256,89992,86299,24302,16086,18708,3073,11289,520,375,1946,28.16,18.64,21.68,3.56,13.08,0.60,0.43,2.25,89.66,46.44,-3.95,5.56,6.48,30.71,0,0,0,550,124661,105236,101484,14953,16164,53523,15562,925,357,0,14.73,15.93,52.74,15.33,0.91,0.35,0.00,81.41,30.91,-12.23,2.87,36.81,38.34,0,0,3,0,0,714,146247,122503,118114,30432,16939,18266,1755,2051,43987,175,1760,532,1062,857,142,156,25.76,14.34,15.46,1.49,1.74,37.24,0.15,1.49,0.45,0.90,0.73,0.12,0.13,80.76,14.36,-51.40,3.99,11.48,33.07,2,1,1,0,0,1077,174255,148356,140101,3396,2901,19435,14729,19769,516,1173,5724,640,0,4326,320,82,60804,141,117,288,0,348,310,5082,2.42,2.07,13.87,10.51,14.11,0.37,0.84,4.09,0.46,0.00,3.09,0.23,0.06,43.40,0.10,0.08,0.21,0.00,0.25,0.22,3.63,80.40,17.33,-0.93,4.10,29.29,42.17,0,0,1,1,2,0,953,201528,152854,148665,30654,10229,11158,766,392,70027,401,14255,1169,99,112,231,2942,184,5033,101,466,446,0,20.62,6.88,7.51,0.52,0.26,47.10,0.27,9.59,0.79,0.07,0.08,0.16,1.98,0.12,3.39,0.07,0.31,0.30,0.00,73.77,17.75,-5.25,3.50,26.48,53.24,3,1,0,850,213155,161438,158823,73713,6208,1491,9160,315,3036,774,480,121,395,515,0,0,0,62615,46.41,3.91,0.94,5.77,0.20,1.91,0.49,0.30,0.08,0.25,0.32,0.00,0.00,0.00,39.42,39.00,0.42,74.51,26.71,25.79,2.68,7.41,9.69,2,0,0,2,0,1131,270392,226642,220234,81778,930,14754,0,155,167,2156,0,873,1281,188,460,112,3282,720,113378,0,0,113378,37.13,0.42,6.70,0.00,0.07,0.08,0.98,0.00,0.40,0.58,0.09,0.21,0.05,1.49,0.33,51.48,0.00,0.00,51.48,81.45,16.99,-9.28,2.45,14.35,10.41,2,0,0,2
BAYBURT,,,2,2,2,2,2,1,32808,41143,26523,24556,24408,27384,26735,50079,225,34719,29590,27591,15881,5550,6160,0,57.56,20.12,22.33,0.00,79.47,2.37,35.23,29.86,0,0,0,233,46072,39380,37618,22022,2040,4699,1768,5629,1088,372,0,58.54,5.42,12.49,4.70,14.96,2.89,0.99,0.00,81.65,37.02,0.98,2.59,43.58,22.65,0,0,0,249,53045,37448,36558,6965,11601,1816,14823,1222,131,0,19.05,31.73,4.97,40.55,3.34,0.36,0.00,68.92,32.50,-26.81,3.28,8.81,20.27,0,1,0,1,0,268,49111,39900,37247,14341,5410,10494,523,1232,319,33,4379,195,108,153,36,24,38.50,14.52,28.17,1.40,3.31,0.86,0.09,11.76,0.52,0.29,0.41,0.10,0.06,75.84,10.59,-6.19,3.79,10.33,22.04,1,0,1,0,0,339,48815,40327,38933,855,9712,10344,8453,7181,0,593,501,64,46,115,0,55,565,42,94,144,69,33,67,0,2.20,24.95,26.57,21.71,18.44,0.00,1.52,1.29,0.16,0.12,0.30,0.00,0.14,1.45,0.11,0.24,0.37,0.18,0.08,0.17,0.00,79.76,19.64,-5.38,4.65,1.62,31.62,0,1,1,0,0,0,303,54768,39454,38007,10162,946,323,499,240,230,151,5557,399,69,35,37,4642,20,4037,22,85,38,10515,26.74,2.49,0.85,1.31,0.63,0.61,0.40,14.62,1.05,0.18,0.09,0.10,12.21,0.05,10.62,0.06,0.22,0.10,27.67,69.40,41.41,-35.39,5.08,0.93,27.63,1,0,1,279,53470,42436,42193,25632,1227,8154,2493,83,3626,223,169,80,324,44,31,45,62,0,60.75,2.91,19.33,5.91,0.20,8.59,0.53,0.40,0.19,0.77,0.10,0.07,0.11,0.15,0.00,0.00,0.00,78.91,41.54,34.01,2.39,41.42,31.88,2,0,0,0,0,301,50079,43635,43098,27318,561,1676,29,14,15,2033,0,597,10434,100,27,67,201,26,0,0,0,0,63.39,1.30,3.89,0.07,0.03,0.03,4.72,0.00,1.39,24.21,0.23,0.06,0.16,0.47,0.06,0.00,0.00,0.00,0.00,86.06,9.22,2.64,2.15,39.18,31.37,1,0,0,0
BILECIK,2,2,2,2,2,2,2,2,40321,48275,52698,57376,58941,63095,63793,71395,399,80642,77271,74480,36093,21214,17173,0,48.46,28.48,23.06,0.00,92.36,2.71,19.98,24.39,1,1,0,426,96550,93527,91877,37294,24733,18678,5792,3218,1259,903,0,40.59,26.92,20.33,6.30,3.50,1.37,0.98,0.00,95.16,32.49,-7.87,3.52,13.67,23.34,1,1,0,461,105395,96356,94049,31027,24317,20034,9637,8737,297,0,32.99,25.86,21.30,10.25,9.29,0.32,0.00,89.23,22.71,-14.74,4.16,7.13,27.54,1,1,0,0,0,559,114752,105104,103104,16295,33169,17027,17206,10794,721,133,6668,342,319,328,102,0,15.80,32.17,16.51,16.69,10.47,0.70,0.13,6.47,0.33,0.31,0.32,0.10,0.00,89.85,20.06,-11.65,5.03,15.48,32.42,0,1,0,1,0,728,117881,110529,106144,25358,19135,11734,15249,18935,238,905,10636,344,135,626,150,167,1122,157,405,251,377,107,114,0,23.89,18.03,11.05,14.37,17.84,0.22,0.85,10.02,0.32,0.13,0.59,0.14,0.16,1.06,0.15,0.38,0.24,0.36,0.10,0.11,0.00,90.04,20.63,5.64,6.08,5.86,35.03,1,1,0,0,0,0,631,126190,113283,110321,27453,20279,6623,590,392,1163,1302,24055,10629,578,214,246,11009,225,4001,140,841,581,0,24.88,18.38,6.00,0.53,0.36,1.05,1.18,21.80,9.63,0.52,0.19,0.22,9.98,0.20,3.63,0.13,0.76,0.53,0.00,87.42,39.59,-39.12,5.96,6.50,34.29,1,1,0,588,127585,118342,117171,46829,27235,20959,9005,4992,4682,600,518,514,1076,145,141,186,191,98,39.97,23.24,17.89,7.69,4.26,4.00,0.51,0.44,0.44,0.92,0.12,0.12,0.16,0.16,0.08,0.00,0.08,91.84,27.20,15.08,3.92,16.72,24.81,1,1,0,0,0,682,142789,131373,128985,54936,966,32741,302,127,63,1773,339,1348,35117,362,127,146,387,251,0,0,0,0,42.59,0.75,25.38,0.23,0.10,0.05,1.37,0.26,1.05,27.23,0.28,0.10,0.11,0.30,0.19,0.00,0.00,0.00,0.00,90.33,15.14,2.62,3.12,15.37,26.51,1,1,0,0
BINGOL,3,3,3,3,3,3,3,3,21890,28521,33421,34398,35767,39680,44629,52724,443,65670,58892,55729,24616,16275,14838,0,44.17,29.20,26.63,0.00,84.86,2.85,14.97,19.93,3,0,0,507,85564,80137,76778,21835,11625,22753,1751,17020,837,507,450,28.44,15.14,29.63,2.28,22.17,1.09,0.66,0.59,89.73,56.42,-15.73,4.14,1.20,20.82,1,1,1,554,100264,83500,80176,22148,14297,14350,28041,1044,296,0,27.62,17.83,17.90,34.97,1.30,0.37,0.00,79.96,15.93,-10.61,3.81,7.35,28.96,1,0,0,2,0,601,103193,81265,77702,40062,9913,11187,809,4033,5526,112,4214,435,813,233,365,0,51.56,12.76,14.40,1.04,5.19,7.11,0.14,5.42,0.56,1.05,0.30,0.47,0.00,75.30,23.61,-27.57,3.19,37.16,37.59,3,0,0,0,0,729,107302,90367,82979,1848,9256,20218,8051,12052,327,4242,4656,430,169,521,112,71,10681,116,136,392,0,130,134,9436,2.23,11.15,24.37,9.70,14.52,0.39,5.11,5.61,0.52,0.20,0.63,0.13,0.09,12.87,0.14,0.16,0.47,0.00,0.16,0.16,11.37,77.33,28.08,-2.88,7.24,9.84,36.88,0,0,2,0,1,0,614,119040,93211,88862,28198,6998,835,864,353,19709,700,5796,886,156,79,119,7801,119,7321,62,228,144,8494,31.73,7.88,0.94,0.97,0.40,22.18,0.79,6.52,1.00,0.18,0.09,0.13,8.78,0.13,8.24,0.07,0.26,0.16,9.56,74.65,28.66,-12.58,5.42,9.55,52.43,3,0,0,612,133886,112488,110332,78467,4575,2800,4654,255,2041,666,536,121,0,377,0,90,0,15750,71.12,4.15,2.54,4.22,0.23,1.85,0.60,0.49,0.11,0.00,0.34,0.00,0.08,0.00,14.28,13.80,0.48,82.41,39.86,39.39,1.89,57.32,23.13,3,0,0,0,0,768,158171,130288,126560,84888,480,3890,0,52,0,989,0,1603,1677,87,300,62,1465,822,30237,0,8,30245,67.07,0.38,3.07,0.00,0.04,0.00,0.78,0.00,1.27,1.33,0.07,0.24,0.05,1.16,0.65,23.89,0.00,0.01,23.90,80.01,11.49,-4.05,1.97,43.18,7.24,2,0,0,1
BITLIS,3,3,3,4,4,4,4,3,23532,30032,34034,26834,29342,33858,34653,58866,423,70597,65612,62595,17417,3290,41062,826,27.82,5.26,65.60,1.32,88.67,1.96,37.77,23.28,0,0,3,468,90096,84610,81822,35822,10795,12811,3145,17285,1312,652,0,43.78,13.19,15.66,3.84,21.13,1.60,0.80,0.00,90.82,66.92,15.96,3.57,28.12,44.97,3,0,0,553,102101,86310,82312,11503,25699,18014,23988,2393,424,291,13.97,31.22,21.89,29.14,2.91,0.52,0.35,80.62,17.58,-12.56,3.99,2.08,31.28,0,2,0,1,0,606,107336,84989,80541,23361,12190,18638,2213,1977,8054,130,6088,446,1472,472,806,4694,29.01,15.14,23.14,2.75,2.45,10.00,0.16,7.56,0.55,1.83,0.59,1.00,5.83,75.04,16.44,-18.27,5.51,5.86,19.38,2,1,1,0,0,743,117367,101862,95682,4520,14867,19922,19595,13421,0,2401,1933,1294,201,800,0,134,13107,135,175,281,0,118,208,6571,4.72,15.54,20.82,20.48,14.03,0.00,2.51,2.02,1.35,0.21,0.84,0.00,0.14,13.70,0.14,0.18,0.29,0.00,0.12,0.22,6.87,81.52,13.61,0.15,6.40,0.34,16.10,0,1,1,1,1,0,765,135433,107186,102705,18151,4644,6634,765,386,30352,760,9549,945,112,100,172,6615,147,4591,70,331,1016,17365,17.67,4.52,6.46,0.74,0.38,29.55,0.74,9.30,0.92,0.11,0.10,0.17,6.44,0.14,4.47,0.07,0.32,0.99,16.91,75.83,33.11,-27.10,5.94,11.88,47.11,3,0,1,704,138613,118236,116260,68381,10053,6660,2026,303,1867,506,505,206,0,355,0,84,0,25314,58.82,8.65,5.73,1.74,0.26,1.61,0.44,0.43,0.18,0.00,0.31,0.00,0.07,0.00,21.77,16.00,5.77,83.87,44.34,41.14,2.59,42.82,15.65,3,0,0,1,0,870,176597,149854,146078,74058,583,2511,0,72,0,796,0,1108,4641,124,416,106,1986,929,37955,0,20793,58748,50.70,0.40,1.72,0.00,0.05,0.00,0.54,0.00,0.76,3.18,0.08,0.28,0.07,1.36,0.64,25.98,0.00,14.23,40.22,82.72,19.85,-8.12,2.89,24.71,16.25,2,0,0,1
BOLU,5,5,5,6,5,3,3,3,46909,57599,59827,57420,70874,61103,61688,66800,656,124553,117169,113105,63028,20207,28423,1447,55.73,17.87,25.13,1.28,90.81,2.46,30.60,26.63,4,0,1,684,147840,141095,139117,73221,19509,22857,10293,9422,2683,1132,0,52.63,14.02,16.43,7.40,6.77,1.93,0.81,0.00,94.10,33.34,-3.09,2.99,36.20,26.58,4,0,1,769,150181,142376,139472,44460,38108,13342,31105,11743,714,0,31.88,27.32,9.57,22.30,8.42,0.51,0.00,99.46,32.51,-25.31,4.13,4.55,26.80,3,2,0,0,0,841,170346,153594,150627,26035,27179,35496,26963,7911,1523,292,8290,1114,856,821,251,0,17.28,18.04,23.57,17.90,5.25,1.01,0.19,5.50,0.74,0.57,0.55,0.17,0.00,88.42,15.89,-18.15,6.41,5.52,10.14,2,1,2,1,0,1070,171906,158995,150712,34034,30243,25711,21462,18272,524,2120,7240,0,0,4301,242,281,1752,450,1445,569,677,261,257,871,22.58,20.07,17.06,14.24,12.12,0.35,1.41,4.80,0.00,0.00,2.85,0.16,0.19,1.16,0.30,0.96,0.38,0.45,0.17,0.17,0.58,87.67,17.39,-1.79,6.29,2.52,7.84,1,1,1,1,1,0,948,183308,158341,155154,66842,18099,13254,1514,803,2165,2190,18637,10845,695,422,493,11902,402,4094,273,1177,1347,0,43.08,11.67,8.54,0.98,0.52,1.40,1.41,12.01,6.99,0.45,0.27,0.32,7.67,0.26,2.64,0.18,0.76,0.87,0.00,84.64,43.23,-39.26,4.29,31.07,43.10,3,0,0,899,185063,166119,164710,90409,24178,20065,10905,4055,5949,1286,1106,625,2091,521,306,394,452,2368,54.89,14.68,12.18,6.62,2.46,3.61,0.78,0.67,0.38,1.27,0.32,0.19,0.24,0.27,1.44,0.00,1.44,89.00,20.54,11.81,2.90,40.21,35.12,3,0,0,0,0,1014,200401,180153,177613,103908,1848,35611,402,171,132,2704,726,1323,28591,497,167,201,929,403,0,0,0,0,58.50,1.04,20.05,0.23,0.10,0.07,1.52,0.41,0.74,16.10,0.28,0.09,0.11,0.52,0.23,0.00,0.00,0.00,0.00,88.63,14.27,3.61,2.45,38.45,15.92,2,1,0,0
BURDUR,3,3,3,3,3,3,3,3,38834,47803,50961,54140,55861,57950,58088,62157,474,116502,111893,105550,56031,33013,16506,0,53.08,31.28,15.64,0.00,90.60,2.47,21.81,25.15,3,0,0,561,143409,138900,135718,56083,25230,34373,9970,4823,3794,1445,0,41.32,18.59,25.33,7.35,3.55,2.80,1.06,0.00,94.64,40.09,-11.76,3.61,16.00,47.46,3,0,0,584,152884,138034,133963,52001,28466,21934,16389,14541,632,0,38.82,21.25,16.37,12.23,10.85,0.47,0.00,87.62,26.15,-20.07,4.01,17.57,48.63,3,0,0,0,0,700,162420,148682,144602,19304,38042,31259,23634,14862,1423,357,12958,1079,754,685,245,0,13.35,26.31,21.62,16.34,10.28,0.98,0.25,8.96,0.75,0.52,0.47,0.17,0.00,89.03,17.85,-18.60,5.58,4.69,20.51,0,1,1,1,0,962,167583,158296,151256,35161,36297,15614,14522,28491,427,2063,11039,621,274,1112,289,215,1353,428,974,670,1290,202,214,0,23.25,24.00,10.32,9.60,18.84,0.28,1.36,7.30,0.41,0.18,0.74,0.19,0.14,0.89,0.28,0.64,0.44,0.85,0.13,0.14,0.00,90.26,24.27,-4.38,5.79,0.75,18.11,1,1,0,0,1,0,785,173849,154934,149596,40773,29359,7916,1962,395,1260,1723,30005,9218,641,307,599,18998,599,2998,255,1206,1351,31,27.26,19.63,5.29,1.31,0.26,0.84,1.15,20.06,6.16,0.43,0.21,0.40,12.70,0.40,2.00,0.17,0.81,0.90,0.02,86.05,38.38,-37.70,5.66,7.20,34.50,2,1,0,704,174264,160622,157991,65479,33673,29437,15303,4059,3969,755,959,796,1854,281,494,436,362,134,41.44,21.31,18.63,9.69,2.57,2.51,0.48,0.61,0.50,1.17,0.18,0.31,0.28,0.23,0.08,0.00,0.08,90.66,21.30,14.19,3.80,20.13,24.87,2,1,0,0,0,815,186470,170654,166539,81582,1486,42314,427,280,144,2917,1048,2018,31033,603,189,287,1385,711,0,0,115,115,48.99,0.89,25.41,0.26,0.17,0.09,1.75,0.63,1.21,18.63,0.36,0.11,0.17,0.83,0.43,0.00,0.00,0.07,0.07,89.31,14.35,7.54,2.94,23.58,19.10,2,1,0,0
